tone,who,what,when,why,how,where,text
casual,the team lead,a project deadline,this morning,stomach been upset morning,Would it be okay to work from home today?,at the hospital,"An issue in managing a project deadline, noted this morning   hospital, was likely caused by stomach been upset morning. Would it be okay to work from home today? Any assistance in addressing this matter would be valued."
casual,my supervisor,work,this morning,caught sudden fever chills,May I take the day off to recover?,in the office,The improper handling of work on this morning  in the office appears to have stemmed from caught sudden fever chills. May I take the day off to recover? We regret that this situation has arisen.
casual,my manager,a final exam,since last evening,woke with awful nausea cramps,Could I work remotely until I feel better?,in the office,"A lapse in a final exam was identified since last evening  in the office, which appears to have arisen from woke with awful nausea cramps. Could I work remotely until I feel better? Efforts to resolve this matter are ongoing, and your patience is appreciated."
casual,the team lead,a final exam,this morning,caught sudden fever chills,May I take the day off to recover?,in the office,"The failure to properly manage a final exam, which occurred this morning  in the office, appears to have resulted from caught sudden fever chills. May I take the day off to recover? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated."
casual,my supervisor,work,this morning,caught sudden fever chills,Is it possible to adjust the deadline?,at home,"A lapse in work was identified this morning  at home, which appears to have arisen from caught sudden fever chills. Is it possible to adjust the deadline? Efforts to resolve this matter are ongoing, and your patience is appreciated."
casual,my manager,a final exam,this morning,think food poisoning from something,May I submit the report tomorrow?,in the office,"A failure in a final exam management was observed this morning  in the office, apparently due to think food poisoning from something. May I submit the report tomorrow? Your consideration is appreciated."
casual,my boss,a project deadline,earlier today,stomach been upset morning,Can I get an extension for the project?,in the office,"A lapse in a project deadline was identified earlier today  in the office, which appears to have arisen from stomach been upset morning. Can I get an extension for the project? Efforts to resolve this matter are ongoing, and your patience is appreciated."
casual,my supervisor,work,this morning,caught sudden fever chills,Is it possible to adjust the deadline?,at a coffee shop,"An issue in managing work, noted this morning  at a coffee shop, was likely caused by caught sudden fever chills. Is it possible to adjust the deadline? Any assistance in addressing this matter would be valued."
casual,my supervisor,a project deadline,last night,stomach been upset morning,Could we reschedule the meeting?,at home,"An issue in managing a project deadline, noted last night  at home, was likely caused by stomach been upset morning. Could we reschedule the meeting? Any assistance in addressing this matter would be valued."
casual,the team lead,work,since last evening,stomach been upset morning,Could we reschedule the meeting?,at the hospital,"The failure to properly manage work, which occurred since last evening   hospital, appears to have resulted from stomach been upset morning. Could we reschedule the meeting? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated."
casual,my supervisor,a project deadline,last night,stomach been upset morning,Could I work remotely until I feel better?,at a coffee shop,"The oversight related to a project deadline, identified last night  at a coffee shop, seems attributable to stomach been upset morning. Could I work remotely until I feel better? Your attention to this matter would be sincerely appreciated."
casual,my boss,a final exam,yesterday afternoon,think food poisoning from something,Is it possible to adjust the deadline?,at the hospital,"The issue concerning a final exam, which took place yesterday afternoon   hospital, resulted from think food poisoning from something. Is it possible to adjust the deadline? We apologize for any inconvenience caused."
casual,my manager,a final exam,this morning,think food poisoning from something,Could I work remotely until I feel better?,at the hospital,"The issue concerning a final exam, which took place this morning   hospital, resulted from think food poisoning from something. Could I work remotely until I feel better? We apologize for any inconvenience caused."
casual,my boss,work,last night,been feeling really unwell since last night,May I submit the report tomorrow?,at the hospital,"The oversight related to work, identified last night   hospital, seems attributable to been feeling really unwell since last night. May I submit the report tomorrow? Your attention to this matter would be sincerely appreciated."
casual,my supervisor,a final exam,since last evening,woke with awful nausea cramps,Can I get an extension for the project?,in the office,"The issue concerning a final exam, which took place since last evening  in the office, resulted from woke with awful nausea cramps. Can I get an extension for the project? We apologize for any inconvenience caused."
casual,my manager,a client meeting,this morning,caught sudden fever chills,May I take the day off to recover?,at a coffee shop,"An issue in managing a client meeting, noted this morning  at a coffee shop, was likely caused by caught sudden fever chills. May I take the day off to recover? Any assistance in addressing this matter would be valued."
casual,the team lead,a client meeting,yesterday afternoon,stomach been upset morning,Could we reschedule the meeting?,at home,"The failure to properly manage a client meeting, which occurred yesterday afternoon  at home, appears to have resulted from stomach been upset morning. Could we reschedule the meeting? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated."
casual,my manager,a client meeting,yesterday afternoon,woke with awful nausea cramps,May I take the day off to recover?,at the hospital,"A lapse in a client meeting was identified yesterday afternoon   hospital, which appears to have arisen from woke with awful nausea cramps. May I take the day off to recover? Efforts to resolve this matter are ongoing, and your patience is appreciated."
casual,my boss,a client meeting,last night,been feeling really unwell since last night,May I take the day off to recover?,at the hospital,"The oversight related to a client meeting, identified last night   hospital, seems attributable to been feeling really unwell since last night. May I take the day off to recover? Your attention to this matter would be sincerely appreciated."
casual,the team lead,work,last night,think food poisoning from something,Can we push back the meeting time?,in the office,"An issue in managing work, noted last night  in the office, was likely caused by think food poisoning from something. Can we push back the meeting time? Any assistance in addressing this matter would be valued."
casual,my boss,a project deadline,this morning,think food poisoning from something,Could I work remotely until I feel better?,at home,"The failure to properly manage a project deadline, which occurred this morning  at home, appears to have resulted from think food poisoning from something. Could I work remotely until I feel better? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated."
casual,my manager,a client meeting,this morning,caught sudden fever chills,May I take the day off to recover?,at the hospital,"A lapse in a client meeting was identified this morning   hospital, which appears to have arisen from caught sudden fever chills. May I take the day off to recover? Efforts to resolve this matter are ongoing, and your patience is appreciated."
casual,my manager,a project deadline,since last evening,been feeling really unwell since last night,Could we reschedule the meeting?,in the office,"The oversight related to a project deadline, identified since last evening  in the office, seems attributable to been feeling really unwell since last night. Could we reschedule the meeting? Your attention to this matter would be sincerely appreciated."
casual,the team lead,a final exam,yesterday afternoon,caught sudden fever chills,Would it be okay to work from home today?,at the hospital,"The issue concerning a final exam, which took place yesterday afternoon   hospital, resulted from caught sudden fever chills. Would it be okay to work from home today? We apologize for any inconvenience caused."
casual,my boss,work,earlier today,think food poisoning from something,Is it possible to adjust the deadline?,at the hospital,The improper handling of work on earlier today   hospital appears to have stemmed from think food poisoning from something. Is it possible to adjust the deadline? We regret that this situation has arisen.
casual,the team lead,work,earlier today,woke with awful nausea cramps,Would it be okay to work from home today?,in the office,"The failure to properly manage work, which occurred earlier today  in the office, appears to have resulted from woke with awful nausea cramps. Would it be okay to work from home today? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated."
casual,my supervisor,work,since last evening,woke with awful nausea cramps,Can we push back the meeting time?,at the hospital,The improper handling of work on since last evening   hospital appears to have stemmed from woke with awful nausea cramps. Can we push back the meeting time? We regret that this situation has arisen.
casual,my manager,a project deadline,since last evening,been feeling really unwell since last night,Could we reschedule the meeting?,at the hospital,"An issue in managing a project deadline, noted since last evening   hospital, was likely caused by been feeling really unwell since last night. Could we reschedule the meeting? Any assistance in addressing this matter would be valued."
casual,my manager,a final exam,this morning,stomach been upset morning,May I submit the report tomorrow?,at the hospital,"The failure to properly manage a final exam, which occurred this morning   hospital, appears to have resulted from stomach been upset morning. May I submit the report tomorrow? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated."
casual,my manager,work,earlier today,woke with awful nausea cramps,Can we push back the meeting time?,at a coffee shop,"A failure in work management was observed earlier today  at a coffee shop, apparently due to woke with awful nausea cramps. Can we push back the meeting time? Your consideration is appreciated."
casual,my boss,work,this morning,stomach been upset morning,Would it be okay to work from home today?,at a coffee shop,The improper handling of work on this morning  at a coffee shop appears to have stemmed from stomach been upset morning. Would it be okay to work from home today? We regret that this situation has arisen.
casual,my boss,work,earlier today,caught sudden fever chills,Is it possible to adjust the deadline?,at home,"The issue concerning work, which took place earlier today  at home, resulted from caught sudden fever chills. Is it possible to adjust the deadline? We apologize for any inconvenience caused."
casual,my supervisor,work,earlier today,stomach been upset morning,Can we push back the meeting time?,at the hospital,"An issue in managing work, noted earlier today   hospital, was likely caused by stomach been upset morning. Can we push back the meeting time? Any assistance in addressing this matter would be valued."
casual,my boss,work,yesterday afternoon,caught sudden fever chills,Can I get an extension for the project?,at home,"An issue in managing work, noted yesterday afternoon  at home, was likely caused by caught sudden fever chills. Can I get an extension for the project? Any assistance in addressing this matter would be valued."
casual,my boss,a client meeting,earlier today,stomach been upset morning,May I take the day off to recover?,at home,"A lapse in a client meeting was identified earlier today  at home, which appears to have arisen from stomach been upset morning. May I take the day off to recover? Efforts to resolve this matter are ongoing, and your patience is appreciated."
casual,the team lead,work,this morning,stomach been upset morning,Could we reschedule the meeting?,at a coffee shop,"The failure to properly manage work, which occurred this morning  at a coffee shop, appears to have resulted from stomach been upset morning. Could we reschedule the meeting? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated."
casual,my boss,work,this morning,been feeling really unwell since last night,Could we reschedule the meeting?,at home,The improper handling of work on this morning  at home appears to have stemmed from been feeling really unwell since last night. Could we reschedule the meeting? We regret that this situation has arisen.
casual,my boss,a project deadline,since last evening,think food poisoning from something,Can we push back the meeting time?,at the hospital,"The oversight related to a project deadline, identified since last evening   hospital, seems attributable to think food poisoning from something. Can we push back the meeting time? Your attention to this matter would be sincerely appreciated."
casual,my boss,a final exam,yesterday afternoon,been feeling really unwell since last night,Could we reschedule the meeting?,at a coffee shop,"A lapse in a final exam was identified yesterday afternoon  at a coffee shop, which appears to have arisen from been feeling really unwell since last night. Could we reschedule the meeting? Efforts to resolve this matter are ongoing, and your patience is appreciated."
casual,my boss,a client meeting,since last evening,woke with awful nausea cramps,Can I get an extension for the project?,at home,"A failure in a client meeting management was observed since last evening  at home, apparently due to woke with awful nausea cramps. Can I get an extension for the project? Your consideration is appreciated."
casual,the team lead,a final exam,yesterday afternoon,woke with awful nausea cramps,Can I get an extension for the project?,at home,"An issue in managing a final exam, noted yesterday afternoon  at home, was likely caused by woke with awful nausea cramps. Can I get an extension for the project? Any assistance in addressing this matter would be valued."
casual,my supervisor,a project deadline,since last evening,stomach been upset morning,Could I work remotely until I feel better?,at home,"The failure to properly manage a project deadline, which occurred since last evening  at home, appears to have resulted from stomach been upset morning. Could I work remotely until I feel better? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated."
casual,the team lead,a project deadline,last night,stomach been upset morning,Can we push back the meeting time?,at the hospital,"An issue in managing a project deadline, noted last night   hospital, was likely caused by stomach been upset morning. Can we push back the meeting time? Any assistance in addressing this matter would be valued."
casual,my manager,a project deadline,since last evening,woke with awful nausea cramps,Could I work remotely until I feel better?,in the office,"An issue in managing a project deadline, noted since last evening  in the office, was likely caused by woke with awful nausea cramps. Could I work remotely until I feel better? Any assistance in addressing this matter would be valued."
casual,my supervisor,a client meeting,this morning,stomach been upset morning,Is it possible to adjust the deadline?,at home,"The failure to properly manage a client meeting, which occurred this morning  at home, appears to have resulted from stomach been upset morning. Is it possible to adjust the deadline? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated."
casual,my supervisor,work,yesterday afternoon,think food poisoning from something,Can I get an extension for the project?,at the hospital,"A failure in work management was observed yesterday afternoon   hospital, apparently due to think food poisoning from something. Can I get an extension for the project? Your consideration is appreciated."
casual,the team lead,a project deadline,yesterday afternoon,woke with awful nausea cramps,Is it possible to adjust the deadline?,at the hospital,"A lapse in a project deadline was identified yesterday afternoon   hospital, which appears to have arisen from woke with awful nausea cramps. Is it possible to adjust the deadline? Efforts to resolve this matter are ongoing, and your patience is appreciated."
casual,the team lead,a project deadline,yesterday afternoon,stomach been upset morning,May I submit the report tomorrow?,at the hospital,The improper handling of a project deadline on yesterday afternoon   hospital appears to have stemmed from stomach been upset morning. May I submit the report tomorrow? We regret that this situation has arisen.
casual,my boss,a project deadline,earlier today,been feeling really unwell since last night,May I take the day off to recover?,in the office,"The failure to properly manage a project deadline, which occurred earlier today  in the office, appears to have resulted from been feeling really unwell since last night. May I take the day off to recover? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated."
casual,my supervisor,a project deadline,earlier today,stomach been upset morning,May I take the day off to recover?,at the hospital,"A lapse in a project deadline was identified earlier today   hospital, which appears to have arisen from stomach been upset morning. May I take the day off to recover? Efforts to resolve this matter are ongoing, and your patience is appreciated."
casual,my supervisor,a client meeting,this morning,woke with awful nausea cramps,Could I work remotely until I feel better?,at home,"The issue concerning a client meeting, which took place this morning  at home, resulted from woke with awful nausea cramps. Could I work remotely until I feel better? We apologize for any inconvenience caused."
casual,my supervisor,a project deadline,since last evening,stomach been upset morning,May I submit the report tomorrow?,at home,"The issue concerning a project deadline, which took place since last evening  at home, resulted from stomach been upset morning. May I submit the report tomorrow? We apologize for any inconvenience caused."
casual,my boss,work,yesterday afternoon,think food poisoning from something,Is it possible to adjust the deadline?,at a coffee shop,"A failure in work management was observed yesterday afternoon  at a coffee shop, apparently due to think food poisoning from something. Is it possible to adjust the deadline? Your consideration is appreciated."
casual,my manager,a project deadline,earlier today,caught sudden fever chills,Can I get an extension for the project?,in the office,The improper handling of a project deadline on earlier today  in the office appears to have stemmed from caught sudden fever chills. Can I get an extension for the project? We regret that this situation has arisen.
casual,my supervisor,a project deadline,last night,stomach been upset morning,May I take the day off to recover?,in the office,"An issue in managing a project deadline, noted last night  in the office, was likely caused by stomach been upset morning. May I take the day off to recover? Any assistance in addressing this matter would be valued."
casual,my manager,a final exam,yesterday afternoon,been feeling really unwell since last night,May I submit the report tomorrow?,at home,"The failure to properly manage a final exam, which occurred yesterday afternoon  at home, appears to have resulted from been feeling really unwell since last night. May I submit the report tomorrow? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated."
casual,the team lead,work,since last evening,stomach been upset morning,Could we reschedule the meeting?,at the hospital,"The oversight related to work, identified since last evening   hospital, seems attributable to stomach been upset morning. Could we reschedule the meeting? Your attention to this matter would be sincerely appreciated."
casual,my boss,a client meeting,yesterday afternoon,woke with awful nausea cramps,May I submit the report tomorrow?,at a coffee shop,"An issue in managing a client meeting, noted yesterday afternoon  at a coffee shop, was likely caused by woke with awful nausea cramps. May I submit the report tomorrow? Any assistance in addressing this matter would be valued."
casual,my manager,a project deadline,earlier today,caught sudden fever chills,May I submit the report tomorrow?,at the hospital,"A lapse in a project deadline was identified earlier today   hospital, which appears to have arisen from caught sudden fever chills. May I submit the report tomorrow? Efforts to resolve this matter are ongoing, and your patience is appreciated."
casual,the team lead,a client meeting,yesterday afternoon,think food poisoning from something,Can I get an extension for the project?,at home,The improper handling of a client meeting on yesterday afternoon  at home appears to have stemmed from think food poisoning from something. Can I get an extension for the project? We regret that this situation has arisen.
casual,my boss,work,this morning,think food poisoning from something,Is it possible to adjust the deadline?,in the office,The improper handling of work on this morning  in the office appears to have stemmed from think food poisoning from something. Is it possible to adjust the deadline? We regret that this situation has arisen.
casual,my boss,work,last night,woke with awful nausea cramps,Could I work remotely until I feel better?,at home,"A failure in work management was observed last night  at home, apparently due to woke with awful nausea cramps. Could I work remotely until I feel better? Your consideration is appreciated."
casual,my manager,work,last night,stomach been upset morning,Could we reschedule the meeting?,in the office,"An issue in managing work, noted last night  in the office, was likely caused by stomach been upset morning. Could we reschedule the meeting? Any assistance in addressing this matter would be valued."
casual,my manager,work,yesterday afternoon,been feeling really unwell since last night,Can we push back the meeting time?,at home,"The issue concerning work, which took place yesterday afternoon  at home, resulted from been feeling really unwell since last night. Can we push back the meeting time? We apologize for any inconvenience caused."
casual,the team lead,a final exam,earlier today,think food poisoning from something,Is it possible to adjust the deadline?,at home,"The oversight related to a final exam, identified earlier today  at home, seems attributable to think food poisoning from something. Is it possible to adjust the deadline? Your attention to this matter would be sincerely appreciated."
casual,my supervisor,work,yesterday afternoon,caught sudden fever chills,Would it be okay to work from home today?,at a coffee shop,"A lapse in work was identified yesterday afternoon  at a coffee shop, which appears to have arisen from caught sudden fever chills. Would it be okay to work from home today? Efforts to resolve this matter are ongoing, and your patience is appreciated."
casual,my supervisor,a final exam,last night,think food poisoning from something,Is it possible to adjust the deadline?,at a coffee shop,The improper handling of a final exam on last night  at a coffee shop appears to have stemmed from think food poisoning from something. Is it possible to adjust the deadline? We regret that this situation has arisen.
casual,my supervisor,a project deadline,since last evening,woke with awful nausea cramps,Can I get an extension for the project?,at home,"The issue concerning a project deadline, which took place since last evening  at home, resulted from woke with awful nausea cramps. Can I get an extension for the project? We apologize for any inconvenience caused."
casual,the team lead,work,yesterday afternoon,been feeling really unwell since last night,May I submit the report tomorrow?,at home,"A lapse in work was identified yesterday afternoon  at home, which appears to have arisen from been feeling really unwell since last night. May I submit the report tomorrow? Efforts to resolve this matter are ongoing, and your patience is appreciated."
casual,my supervisor,work,since last evening,caught sudden fever chills,Could we reschedule the meeting?,at home,The improper handling of work on since last evening  at home appears to have stemmed from caught sudden fever chills. Could we reschedule the meeting? We regret that this situation has arisen.
casual,my supervisor,work,last night,been feeling really unwell since last night,Can we push back the meeting time?,at home,"The oversight related to work, identified last night  at home, seems attributable to been feeling really unwell since last night. Can we push back the meeting time? Your attention to this matter would be sincerely appreciated."
casual,the team lead,a project deadline,since last evening,think food poisoning from something,May I submit the report tomorrow?,in the office,"An issue in managing a project deadline, noted since last evening  in the office, was likely caused by think food poisoning from something. May I submit the report tomorrow? Any assistance in addressing this matter would be valued."
casual,my manager,a project deadline,last night,been feeling really unwell since last night,Can we push back the meeting time?,at a coffee shop,"An issue in managing a project deadline, noted last night  at a coffee shop, was likely caused by been feeling really unwell since last night. Can we push back the meeting time? Any assistance in addressing this matter would be valued."
casual,my boss,a project deadline,since last evening,woke with awful nausea cramps,May I submit the report tomorrow?,at home,"The failure to properly manage a project deadline, which occurred since last evening  at home, appears to have resulted from woke with awful nausea cramps. May I submit the report tomorrow? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated."
casual,my boss,a client meeting,earlier today,think food poisoning from something,May I take the day off to recover?,at the hospital,"The issue concerning a client meeting, which took place earlier today   hospital, resulted from think food poisoning from something. May I take the day off to recover? We apologize for any inconvenience caused."
casual,my boss,work,since last evening,caught sudden fever chills,Could I work remotely until I feel better?,in the office,"A lapse in work was identified since last evening  in the office, which appears to have arisen from caught sudden fever chills. Could I work remotely until I feel better? Efforts to resolve this matter are ongoing, and your patience is appreciated."
casual,my supervisor,work,earlier today,think food poisoning from something,Can we push back the meeting time?,in the office,"The issue concerning work, which took place earlier today  in the office, resulted from think food poisoning from something. Can we push back the meeting time? We apologize for any inconvenience caused."
casual,my supervisor,work,yesterday afternoon,stomach been upset morning,Is it possible to adjust the deadline?,in the office,"The failure to properly manage work, which occurred yesterday afternoon  in the office, appears to have resulted from stomach been upset morning. Is it possible to adjust the deadline? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated."
casual,my boss,a client meeting,earlier today,caught sudden fever chills,May I take the day off to recover?,in the office,"The issue concerning a client meeting, which took place earlier today  in the office, resulted from caught sudden fever chills. May I take the day off to recover? We apologize for any inconvenience caused."
casual,my supervisor,a final exam,since last evening,stomach been upset morning,Could I work remotely until I feel better?,in the office,"The oversight related to a final exam, identified since last evening  in the office, seems attributable to stomach been upset morning. Could I work remotely until I feel better? Your attention to this matter would be sincerely appreciated."
casual,my supervisor,work,earlier today,think food poisoning from something,May I take the day off to recover?,at the hospital,"The issue concerning work, which took place earlier today   hospital, resulted from think food poisoning from something. May I take the day off to recover? We apologize for any inconvenience caused."
casual,my manager,work,yesterday afternoon,stomach been upset morning,Is it possible to adjust the deadline?,at the hospital,"The oversight related to work, identified yesterday afternoon   hospital, seems attributable to stomach been upset morning. Is it possible to adjust the deadline? Your attention to this matter would be sincerely appreciated."
casual,my boss,work,since last evening,been feeling really unwell since last night,Could I work remotely until I feel better?,in the office,"The issue concerning work, which took place since last evening  in the office, resulted from been feeling really unwell since last night. Could I work remotely until I feel better? We apologize for any inconvenience caused."
casual,the team lead,a client meeting,this morning,woke with awful nausea cramps,Is it possible to adjust the deadline?,in the office,"The issue concerning a client meeting, which took place this morning  in the office, resulted from woke with awful nausea cramps. Is it possible to adjust the deadline? We apologize for any inconvenience caused."
casual,the team lead,a project deadline,yesterday afternoon,stomach been upset morning,Would it be okay to work from home today?,at the hospital,"An issue in managing a project deadline, noted yesterday afternoon   hospital, was likely caused by stomach been upset morning. Would it be okay to work from home today? Any assistance in addressing this matter would be valued."
casual,the team lead,a client meeting,this morning,caught sudden fever chills,Would it be okay to work from home today?,at home,The improper handling of a client meeting on this morning  at home appears to have stemmed from caught sudden fever chills. Would it be okay to work from home today? We regret that this situation has arisen.
casual,my supervisor,a project deadline,earlier today,stomach been upset morning,Can I get an extension for the project?,at a coffee shop,"The issue concerning a project deadline, which took place earlier today  at a coffee shop, resulted from stomach been upset morning. Can I get an extension for the project? We apologize for any inconvenience caused."
casual,my supervisor,a project deadline,yesterday afternoon,caught sudden fever chills,Could I work remotely until I feel better?,at a coffee shop,"The failure to properly manage a project deadline, which occurred yesterday afternoon  at a coffee shop, appears to have resulted from caught sudden fever chills. Could I work remotely until I feel better? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated."
casual,my supervisor,a client meeting,since last evening,stomach been upset morning,Could I work remotely until I feel better?,at a coffee shop,The improper handling of a client meeting on since last evening  at a coffee shop appears to have stemmed from stomach been upset morning. Could I work remotely until I feel better? We regret that this situation has arisen.
casual,my boss,a final exam,last night,caught sudden fever chills,Can I get an extension for the project?,in the office,"The oversight related to a final exam, identified last night  in the office, seems attributable to caught sudden fever chills. Can I get an extension for the project? Your attention to this matter would be sincerely appreciated."
casual,my supervisor,work,earlier today,caught sudden fever chills,Can I get an extension for the project?,at the hospital,"The oversight related to work, identified earlier today   hospital, seems attributable to caught sudden fever chills. Can I get an extension for the project? Your attention to this matter would be sincerely appreciated."
casual,my manager,a final exam,this morning,think food poisoning from something,May I take the day off to recover?,at home,"The oversight related to a final exam, identified this morning  at home, seems attributable to think food poisoning from something. May I take the day off to recover? Your attention to this matter would be sincerely appreciated."
casual,my boss,a project deadline,this morning,woke with awful nausea cramps,Would it be okay to work from home today?,at a coffee shop,"An issue in managing a project deadline, noted this morning  at a coffee shop, was likely caused by woke with awful nausea cramps. Would it be okay to work from home today? Any assistance in addressing this matter would be valued."
casual,my supervisor,a project deadline,last night,woke with awful nausea cramps,Is it possible to adjust the deadline?,at home,"The issue concerning a project deadline, which took place last night  at home, resulted from woke with awful nausea cramps. Is it possible to adjust the deadline? We apologize for any inconvenience caused."
casual,the team lead,a final exam,yesterday afternoon,been feeling really unwell since last night,Is it possible to adjust the deadline?,at the hospital,"The failure to properly manage a final exam, which occurred yesterday afternoon   hospital, appears to have resulted from been feeling really unwell since last night. Is it possible to adjust the deadline? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated."
casual,my manager,work,yesterday afternoon,caught sudden fever chills,Can we push back the meeting time?,at the hospital,"The failure to properly manage work, which occurred yesterday afternoon   hospital, appears to have resulted from caught sudden fever chills. Can we push back the meeting time? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated."
casual,the team lead,a client meeting,earlier today,caught sudden fever chills,Could I work remotely until I feel better?,at the hospital,"The oversight related to a client meeting, identified earlier today   hospital, seems attributable to caught sudden fever chills. Could I work remotely until I feel better? Your attention to this matter would be sincerely appreciated."
casual,my supervisor,a client meeting,earlier today,think food poisoning from something,Would it be okay to work from home today?,in the office,"An issue in managing a client meeting, noted earlier today  in the office, was likely caused by think food poisoning from something. Would it be okay to work from home today? Any assistance in addressing this matter would be valued."
casual,the team lead,a project deadline,last night,think food poisoning from something,Can I get an extension for the project?,in the office,"The oversight related to a project deadline, identified last night  in the office, seems attributable to think food poisoning from something. Can I get an extension for the project? Your attention to this matter would be sincerely appreciated."
casual,my boss,a client meeting,this morning,been feeling really unwell since last night,Can we push back the meeting time?,at a coffee shop,"The oversight related to a client meeting, identified this morning  at a coffee shop, seems attributable to been feeling really unwell since last night. Can we push back the meeting time? Your attention to this matter would be sincerely appreciated."
casual,my boss,work,this morning,been feeling really unwell since last night,Could I work remotely until I feel better?,in the office,"A failure in work management was observed this morning  in the office, apparently due to been feeling really unwell since last night. Could I work remotely until I feel better? Your consideration is appreciated."
casual,the team lead,a project deadline,yesterday afternoon,been feeling really unwell since last night,Can we push back the meeting time?,at home,"The issue concerning a project deadline, which took place yesterday afternoon  at home, resulted from been feeling really unwell since last night. Can we push back the meeting time? We apologize for any inconvenience caused."
casual,my manager,work,since last evening,woke with awful nausea cramps,May I submit the report tomorrow?,at home,"The failure to properly manage work, which occurred since last evening  at home, appears to have resulted from woke with awful nausea cramps. May I submit the report tomorrow? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated."
casual,my manager,a final exam,yesterday afternoon,woke with awful nausea cramps,Could we reschedule the meeting?,at a coffee shop,"The failure to properly manage a final exam, which occurred yesterday afternoon  at a coffee shop, appears to have resulted from woke with awful nausea cramps. Could we reschedule the meeting? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated."
casual,my supervisor,a final exam,yesterday afternoon,caught sudden fever chills,Can we push back the meeting time?,at a coffee shop,The improper handling of a final exam on yesterday afternoon  at a coffee shop appears to have stemmed from caught sudden fever chills. Can we push back the meeting time? We regret that this situation has arisen.
casual,my supervisor,a final exam,last night,stomach been upset morning,Is it possible to adjust the deadline?,at a coffee shop,"The issue concerning a final exam, which took place last night  at a coffee shop, resulted from stomach been upset morning. Is it possible to adjust the deadline? We apologize for any inconvenience caused."
casual,my supervisor,a project deadline,last night,think food poisoning from something,May I take the day off to recover?,at home,"A lapse in a project deadline was identified last night  at home, which appears to have arisen from think food poisoning from something. May I take the day off to recover? Efforts to resolve this matter are ongoing, and your patience is appreciated."
casual,my boss,a client meeting,earlier today,woke with awful nausea cramps,Is it possible to adjust the deadline?,at the hospital,"A failure in a client meeting management was observed earlier today   hospital, apparently due to woke with awful nausea cramps. Is it possible to adjust the deadline? Your consideration is appreciated."
casual,my supervisor,a project deadline,this morning,been feeling really unwell since last night,May I submit the report tomorrow?,at home,The improper handling of a project deadline on this morning  at home appears to have stemmed from been feeling really unwell since last night. May I submit the report tomorrow? We regret that this situation has arisen.
casual,my supervisor,a client meeting,earlier today,caught sudden fever chills,Could we reschedule the meeting?,at the hospital,"A lapse in a client meeting was identified earlier today   hospital, which appears to have arisen from caught sudden fever chills. Could we reschedule the meeting? Efforts to resolve this matter are ongoing, and your patience is appreciated."
casual,my boss,a project deadline,this morning,caught sudden fever chills,Could we reschedule the meeting?,at the hospital,The improper handling of a project deadline on this morning   hospital appears to have stemmed from caught sudden fever chills. Could we reschedule the meeting? We regret that this situation has arisen.
casual,my manager,a final exam,last night,stomach been upset morning,Can we push back the meeting time?,in the office,"The oversight related to a final exam, identified last night  in the office, seems attributable to stomach been upset morning. Can we push back the meeting time? Your attention to this matter would be sincerely appreciated."
casual,the team lead,a final exam,since last evening,caught sudden fever chills,May I take the day off to recover?,at a coffee shop,"The issue concerning a final exam, which took place since last evening  at a coffee shop, resulted from caught sudden fever chills. May I take the day off to recover? We apologize for any inconvenience caused."
casual,my boss,work,yesterday afternoon,think food poisoning from something,Is it possible to adjust the deadline?,in the office,"The oversight related to work, identified yesterday afternoon  in the office, seems attributable to think food poisoning from something. Is it possible to adjust the deadline? Your attention to this matter would be sincerely appreciated."
casual,the team lead,work,last night,stomach been upset morning,Could I work remotely until I feel better?,in the office,The improper handling of work on last night  in the office appears to have stemmed from stomach been upset morning. Could I work remotely until I feel better? We regret that this situation has arisen.
casual,my supervisor,a client meeting,yesterday afternoon,think food poisoning from something,May I submit the report tomorrow?,at the hospital,"The oversight related to a client meeting, identified yesterday afternoon   hospital, seems attributable to think food poisoning from something. May I submit the report tomorrow? Your attention to this matter would be sincerely appreciated."
casual,my supervisor,work,last night,woke with awful nausea cramps,May I submit the report tomorrow?,at a coffee shop,"The failure to properly manage work, which occurred last night  at a coffee shop, appears to have resulted from woke with awful nausea cramps. May I submit the report tomorrow? It is regrettable that this issue arose, and any consideration given to resolving the matter would be appreciated."
