tone,who,what,when,where,why,how,text
casual,my supervisor,work,since last evening,at home,I caught a sudden fever and chills.,Could we reschedule the meeting?,I caught a sudden fever and chills. Just wanted to let you know. Could we reschedule the meeting?
casual,my supervisor,work,last night,at home,I??턤 been feeling really unwell since last night.,Can we push back the meeting time?,"Yeah, i??턤 been feeling really unwell since last night. Can we push back the meeting time?"
casual,the team lead,a project deadline,since last evening,in the office,I think I got food poisoning from something I ate.,May I submit the report tomorrow?,"Yeah, i think i got food poisoning from something i ate. May I submit the report tomorrow?"
casual,my manager,a project deadline,last night,at a coffee shop,I??턤 been feeling really unwell since last night.,Can we push back the meeting time?,Sorry about that. I??턤 been feeling really unwell since last night. Can we push back the meeting time?
casual,my boss,a project deadline,since last evening,at home,I woke up with awful nausea and cramps.,May I submit the report tomorrow?,Sorry about that. I woke up with awful nausea and cramps. May I submit the report tomorrow?
casual,my boss,a client meeting,earlier today,at the hospital,I think I got food poisoning from something I ate.,May I take the day off to recover?,I think I got food poisoning from something I ate. Just wanted to let you know. May I take the day off to recover?
casual,my boss,work,since last evening,in the office,I caught a sudden fever and chills.,Could I work remotely until I feel better?,"Yeah, i caught a sudden fever and chills. Could I work remotely until I feel better?"
casual,my supervisor,work,earlier today,in the office,I think I got food poisoning from something I ate.,Can we push back the meeting time?,I think I got food poisoning from something I ate. Just wanted to let you know. Can we push back the meeting time?
casual,my supervisor,work,yesterday afternoon,in the office,My stomach has been upset all morning.,Is it possible to adjust the deadline?,My stomach has been upset all morning. Just wanted to let you know. Is it possible to adjust the deadline?
casual,my boss,a client meeting,earlier today,in the office,I caught a sudden fever and chills.,May I take the day off to recover?,Sorry about that. I caught a sudden fever and chills. May I take the day off to recover?
casual,my supervisor,a final exam,since last evening,in the office,My stomach has been upset all morning.,Could I work remotely until I feel better?,Sorry about that. My stomach has been upset all morning. Could I work remotely until I feel better?
casual,my supervisor,work,earlier today,at the hospital,I think I got food poisoning from something I ate.,May I take the day off to recover?,Sorry about that. I think I got food poisoning from something I ate. May I take the day off to recover?
casual,my manager,work,yesterday afternoon,at the hospital,My stomach has been upset all morning.,Is it possible to adjust the deadline?,"Yeah, my stomach has been upset all morning. Is it possible to adjust the deadline?"
casual,my boss,work,since last evening,in the office,I??턤 been feeling really unwell since last night.,Could I work remotely until I feel better?,I??턤 been feeling really unwell since last night. Just wanted to let you know. Could I work remotely until I feel better?
casual,the team lead,a client meeting,this morning,in the office,I woke up with awful nausea and cramps.,Is it possible to adjust the deadline?,"Yeah, i woke up with awful nausea and cramps. Is it possible to adjust the deadline?"
casual,the team lead,a project deadline,yesterday afternoon,at the hospital,My stomach has been upset all morning.,Would it be okay to work from home today?,Sorry about that. My stomach has been upset all morning. Would it be okay to work from home today?
casual,the team lead,a client meeting,this morning,at home,I caught a sudden fever and chills.,Would it be okay to work from home today?,"Yeah, i caught a sudden fever and chills. Would it be okay to work from home today?"
casual,my supervisor,a project deadline,earlier today,at a coffee shop,My stomach has been upset all morning.,Can I get an extension for the project?,Sorry about that. My stomach has been upset all morning. Can I get an extension for the project?
casual,my supervisor,a project deadline,yesterday afternoon,at a coffee shop,I caught a sudden fever and chills.,Could I work remotely until I feel better?,Sorry about that. I caught a sudden fever and chills. Could I work remotely until I feel better?
casual,my supervisor,a client meeting,since last evening,at a coffee shop,My stomach has been upset all morning.,Could I work remotely until I feel better?,Sorry about that. My stomach has been upset all morning. Could I work remotely until I feel better?
casual,my boss,a final exam,last night,in the office,I caught a sudden fever and chills.,Can I get an extension for the project?,Sorry about that. I caught a sudden fever and chills. Can I get an extension for the project?
casual,my supervisor,work,earlier today,at the hospital,I caught a sudden fever and chills.,Can I get an extension for the project?,"Yeah, i caught a sudden fever and chills. Can I get an extension for the project?"
casual,my manager,a final exam,this morning,at home,I think I got food poisoning from something I ate.,May I take the day off to recover?,I think I got food poisoning from something I ate. Just wanted to let you know. May I take the day off to recover?
casual,my boss,a project deadline,this morning,at a coffee shop,I woke up with awful nausea and cramps.,Would it be okay to work from home today?,"Yeah, i woke up with awful nausea and cramps. Would it be okay to work from home today?"
casual,my supervisor,a project deadline,last night,at home,I woke up with awful nausea and cramps.,Is it possible to adjust the deadline?,Sorry about that. I woke up with awful nausea and cramps. Is it possible to adjust the deadline?
casual,the team lead,a final exam,yesterday afternoon,at the hospital,I??턤 been feeling really unwell since last night.,Is it possible to adjust the deadline?,I??턤 been feeling really unwell since last night. Just wanted to let you know. Is it possible to adjust the deadline?
casual,my manager,work,yesterday afternoon,at the hospital,I caught a sudden fever and chills.,Can we push back the meeting time?,Sorry about that. I caught a sudden fever and chills. Can we push back the meeting time?
casual,the team lead,a client meeting,earlier today,at the hospital,I caught a sudden fever and chills.,Could I work remotely until I feel better?,Sorry about that. I caught a sudden fever and chills. Could I work remotely until I feel better?
casual,my supervisor,a client meeting,earlier today,in the office,I think I got food poisoning from something I ate.,Would it be okay to work from home today?,I think I got food poisoning from something I ate. Just wanted to let you know. Would it be okay to work from home today?
casual,the team lead,a project deadline,last night,in the office,I think I got food poisoning from something I ate.,Can I get an extension for the project?,"Yeah, i think i got food poisoning from something i ate. Can I get an extension for the project?"
casual,my boss,a client meeting,this morning,at a coffee shop,I??턤 been feeling really unwell since last night.,Can we push back the meeting time?,"Yeah, i??턤 been feeling really unwell since last night. Can we push back the meeting time?"
casual,my boss,work,this morning,in the office,I??턤 been feeling really unwell since last night.,Could I work remotely until I feel better?,"Yeah, i??턤 been feeling really unwell since last night. Could I work remotely until I feel better?"
casual,the team lead,a project deadline,yesterday afternoon,at home,I??턤 been feeling really unwell since last night.,Can we push back the meeting time?,I??턤 been feeling really unwell since last night. Just wanted to let you know. Can we push back the meeting time?
casual,my manager,work,since last evening,at home,I woke up with awful nausea and cramps.,May I submit the report tomorrow?,"Yeah, i woke up with awful nausea and cramps. May I submit the report tomorrow?"
casual,my manager,a final exam,yesterday afternoon,at a coffee shop,I woke up with awful nausea and cramps.,Could we reschedule the meeting?,Sorry about that. I woke up with awful nausea and cramps. Could we reschedule the meeting?
casual,my supervisor,a final exam,yesterday afternoon,at a coffee shop,I caught a sudden fever and chills.,Can we push back the meeting time?,I caught a sudden fever and chills. Just wanted to let you know. Can we push back the meeting time?
casual,my supervisor,a final exam,last night,at a coffee shop,My stomach has been upset all morning.,Is it possible to adjust the deadline?,Sorry about that. My stomach has been upset all morning. Is it possible to adjust the deadline?
casual,my supervisor,a project deadline,last night,at home,I think I got food poisoning from something I ate.,May I take the day off to recover?,I think I got food poisoning from something I ate. Just wanted to let you know. May I take the day off to recover?
casual,my boss,a client meeting,earlier today,at the hospital,I woke up with awful nausea and cramps.,Is it possible to adjust the deadline?,"Yeah, i woke up with awful nausea and cramps. Is it possible to adjust the deadline?"
casual,my supervisor,a project deadline,this morning,at home,I??턤 been feeling really unwell since last night.,May I submit the report tomorrow?,"Yeah, i??턤 been feeling really unwell since last night. May I submit the report tomorrow?"
casual,my supervisor,a client meeting,earlier today,at the hospital,I caught a sudden fever and chills.,Could we reschedule the meeting?,"Yeah, i caught a sudden fever and chills. Could we reschedule the meeting?"
casual,my boss,a project deadline,this morning,at the hospital,I caught a sudden fever and chills.,Could we reschedule the meeting?,I caught a sudden fever and chills. Just wanted to let you know. Could we reschedule the meeting?
casual,my manager,a final exam,last night,in the office,My stomach has been upset all morning.,Can we push back the meeting time?,My stomach has been upset all morning. Just wanted to let you know. Can we push back the meeting time?
casual,the team lead,a final exam,since last evening,at a coffee shop,I caught a sudden fever and chills.,May I take the day off to recover?,Sorry about that. I caught a sudden fever and chills. May I take the day off to recover?
casual,my boss,work,yesterday afternoon,in the office,I think I got food poisoning from something I ate.,Is it possible to adjust the deadline?,I think I got food poisoning from something I ate. Just wanted to let you know. Is it possible to adjust the deadline?
casual,the team lead,work,last night,in the office,My stomach has been upset all morning.,Could I work remotely until I feel better?,My stomach has been upset all morning. Just wanted to let you know. Could I work remotely until I feel better?
casual,my supervisor,a client meeting,yesterday afternoon,at the hospital,I think I got food poisoning from something I ate.,May I submit the report tomorrow?,"Yeah, i think i got food poisoning from something i ate. May I submit the report tomorrow?"
casual,my supervisor,work,last night,at a coffee shop,I woke up with awful nausea and cramps.,May I submit the report tomorrow?,I woke up with awful nausea and cramps. Just wanted to let you know. May I submit the report tomorrow?
casual,my manager,work,since last evening,at the hospital,I??턤 been feeling really unwell since last night.,Can we push back the meeting time?,I??턤 been feeling really unwell since last night. Just wanted to let you know. Can we push back the meeting time?
casual,my boss,a project deadline,this morning,at the hospital,I??턤 been feeling really unwell since last night.,Can I get an extension for the project?,I??턤 been feeling really unwell since last night. Just wanted to let you know. Can I get an extension for the project?
casual,my boss,a final exam,since last evening,at home,I??턤 been feeling really unwell since last night.,Can I get an extension for the project?,Sorry about that. I??턤 been feeling really unwell since last night. Can I get an extension for the project?
casual,my boss,a final exam,earlier today,at the hospital,I??턤 been feeling really unwell since last night.,May I take the day off to recover?,I??턤 been feeling really unwell since last night. Just wanted to let you know. May I take the day off to recover?
casual,the team lead,a project deadline,yesterday afternoon,at a coffee shop,I think I got food poisoning from something I ate.,May I take the day off to recover?,I think I got food poisoning from something I ate. Just wanted to let you know. May I take the day off to recover?
casual,my supervisor,a project deadline,this morning,in the office,My stomach has been upset all morning.,Could I work remotely until I feel better?,Sorry about that. My stomach has been upset all morning. Could I work remotely until I feel better?
casual,my manager,a final exam,yesterday afternoon,in the office,I caught a sudden fever and chills.,Can I get an extension for the project?,I caught a sudden fever and chills. Just wanted to let you know. Can I get an extension for the project?
casual,the team lead,work,yesterday afternoon,at home,My stomach has been upset all morning.,Is it possible to adjust the deadline?,Sorry about that. My stomach has been upset all morning. Is it possible to adjust the deadline?
casual,my boss,work,yesterday afternoon,at home,I think I got food poisoning from something I ate.,May I submit the report tomorrow?,"Yeah, i think i got food poisoning from something i ate. May I submit the report tomorrow?"
casual,the team lead,a client meeting,yesterday afternoon,in the office,I think I got food poisoning from something I ate.,Could we reschedule the meeting?,"Yeah, i think i got food poisoning from something i ate. Could we reschedule the meeting?"
casual,my manager,a client meeting,last night,at the hospital,I woke up with awful nausea and cramps.,Is it possible to adjust the deadline?,Sorry about that. I woke up with awful nausea and cramps. Is it possible to adjust the deadline?
